,tweet_text
1241, Thanks to  demonetization 75  reduction in crime rate in India  Black money seems to be the sole reason 4 all problems in In 
1242, Why   amp   trying to instigate Indians 4 a Civil war in India against  demonetization Arrest them 
1243, Demonetization  9 New Steps to Help Citizens Fight the Cash Crunch   
1244, Bangalore s  visits 23 ATMs to see if media is lying about the note ban   demonetization 
1245,I m struggling with no cash i have to pay for the hotel in cash and they don t accept dollars   Demonetization  india  tourist
1246,Aam Aadmi supports  Demonetization  And supports  
1247, India will get windfall profit of whooping 4 Lakh crores in 30 days due to  demonetization Why people like AK Pappu  amp  Mamata 
1248,  sir  u r a respectd prsn  but wid ths move against  demonetization pepl r qustning ur intntn hope u r nt involved in sarda scam
1249, India will get windfall profit of whooping 4 Lakh crores in 30 days due to  demonetization Why people like AK Pappu  amp  Mamata 
1250,  Demonetization The time has come to put MUDRA into action  writes Prof  R Vaidyanathan      
1251, India will get windfall profit of whooping 4 Lakh crores in 30 days due to  demonetization Why people like AK Pappu  amp  Mamata 
1252,India has spoken again     how many times will u learn a lesson   
1253,Lower interest rate will ultimately lead to more buyers because of  LowerEMI   HappyHomes  Demonetization 
1254, DeMonetization PMModi had exposed TMC  amp  it s Chief Mamta Di with reg corruption in WB  that Bengal Didn t change b  
1255, So are you in support of the  demonetization or not  Well  according to public opinion majority of the Indians sure are   Ma 
1256,  Demonetization The time has come to put MUDRA into action  writes Prof  R Vaidyanathan      
1257, So this  DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper 
1258,  giving cash through Mini ATMs to people in Hinterland   IndiaKaDil  Helping rural people in  Demonetization 
1259, Left is going to file a petition in SC against govts decision on  demonetization   My que is why the hell don t you debate i 
1260, One cartoon that explains everything that s happening in  DeMonetization  Missed Target  Bad Execution  Severe Collateral Dama 
1261, Govt hasn t exempted essential items like food  milk  public transport but exempted petrol amp flights from  demonetization 
1262,From  MannKiBaat to  JanKiBaat on  demonetization    Citizens on  DEMONETIZATION  janjankibaat   
1263, Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas 
1264,  Demonetization The time has come to put MUDRA into action  writes Prof  R Vaidyanathan      
1265,  Demonetization  The Ultimate Weapon against Black economy  via 
1266, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
1267, Demonetization    Bank officials can make monetization a failure  Stop the fraud and corruption going on in banks 
1268, Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization 
1269, Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization 
1270,  Demonetization  The Ultimate Weapon against Black economy  via 
1271,  Akali Dal is joining opposition party against  Demonetization but BJP is continuing with there coalition government 
1272,Is that why someone from there is among the most vocal opponents of  Demonetization    ed  U 00A0  U 00BD  ed  U 00B8  U 0089  No wonder   
1273, 92  people support  s  Demonetization on  Modi App  amp  insist decision should not be back  
1274, Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas 
1275, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
1276, Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas 
1277, 92  people support  s  Demonetization on  Modi App  amp  insist decision should not be back  
1278,  Demonetization The time has come to put MUDRA into action  writes Prof  R Vaidyanathan      
1279, SC issued notice on transfer and stay petitions filed by centre to transfer all matters relating to  demonetization to one court  No Stay 
1280, Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization 
1281,93  support govt on  demonetization move  Parties  pls take note  Your voters support this move  At least now  conduct parliament business
1282, Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas 
1283,Indian PM  lambasted critics of the  demonetization drive by saying they want  corruption  Bribery to continue  A great leader 
1284, C Voter on  Demonetization  Only 22  happy with implementation  when asked to mark the same  66  says  Good    
1285,    Demonetization The way they are creating scenario  Now BharatBandh this shall reduce image of opposition
1286, Watch  Somebody made a spoof video on  demonetization with  AeDilHaiMushkil trailer and it s hilarious  htt 
1287, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
1288,  Demonetization The time has come to put MUDRA into action  writes Prof  R Vaidyanathan      
1289, Irony of our times  Jholachap economists who like giving 100Rs in NREGA opposing  Demonetization  while the free market 
1290,    Demonetization   Opposition should go to  constituencies  help people have patience so it improves their image 
1291, The queues are not getting longer but are getting shorter day by day  Chanda Kochar ICIC MD and CEO  demonetization 
1292,Left is going to file a petition in SC against govts decision on  demonetization   My que is why the hell don t you debate in parliament 
1293,  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights
1294,From  MannKiBaat to  JanKiBaat on  demonetization    Citizens on  DEMONETIZATION  janjankibaat   
1295, From  MannKiBaat to  JanKiBaat on  demonetization    Citizens on  DEMONETIZATION  janjankibaat    nam 
1296, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
1297, Have You Shared Your Views on  Demonetization to  PMModi Take Part in Survey on  NMApp   amp  Be A Part of Nation Building 
1298,EXCLUSIVE  Inside vijayshekhar s Paytm  the first 24 hours after  demonetization  
1299,  Demonetization The time has come to put MUDRA into action  writes Prof  R Vaidyanathan      
1300,Irony of our times  Jholachap economists who like giving 100Rs in NREGA opposing  Demonetization  while the free marketists applauding 
1301, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
1302, Days before  Demonetization announcement   sold his Heritage shares clearly evident that he had prior knowledge of the 
1303,They are all protesting against  Demonetization But how many of them have been so vocal about Corruption  Deliberat  
1304, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
1305, Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame 
1306,  Demonetization The time has come to put MUDRA into action  writes Prof  R Vaidyanathan      
1307, ndtv cooperate with the govt their decision of  demonetization is correct    Pls spread positive news about it    jaihind
1308, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
1309,  Demonetization The time has come to put MUDRA into action  writes Prof  R Vaidyanathan      
1310,How many parties opposing  demonetization on d basis of inconvenience 2 poor has on record helped poor 2 come out of prob 
1311, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
1312, Everyone seems to hate the rich  even the rich hates richer and the richer hates the richest   Demonetization 
1313, Read latest NIPFP blogpost titled   Demonetization  Cure and Care   by Dr  Pinaki Chakraborty    
1314,  giving cash through Mini ATMs to people in Hinterland   IndiaKaDil  Helping rural people in  Demonetization 
1315,  DeMonetization is certainly hurting Lord   Behen Bagwati   and  a LOT  
1316, My humble appeal to all to pl have patience and draw what they need from ATMs during this  Demonetization phase  My SandA 
1317,  Demonetization The time has come to put MUDRA into action  writes Prof  R Vaidyanathan      
1318, Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization 
1319,From  MannKiBaat to  JanKiBaat on  demonetization    Citizens on  DEMONETIZATION  janjankibaat   
1320, Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su 
1321, Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have 
1322, Samajwadi Party s Jaya Bachchan and AAP join TMC protest against   demonetization at Jantar Mantar  
